Numéro tarifaire,Position du Système harmonisé (SH),Description indicative
9401.53.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges en rotin, en osier, en bambou ou en matières similaires : En rotinNon finis et non assemblés, devant servir à la fabrication de meubles en rotin"
9401.53.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges en rotin, en osier, en bambou ou en matières similaires : En rotinAutres"
9401.59.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges en rotin, en osier, en bambou ou en matières similaires : AutresNon finis et non assemblés, devant servir à la fabrication de meubles en bambou ou en rotin"
9401.59.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Sièges en rotin, en osier, en bambou ou en matières similaires : AutresAutres"
9401.61.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en bois : RembourrésPour usages domestiques"
9401.61.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en bois : RembourrésAutres"
9401.69.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en bois : AutresPour usages domestiques"
9401.69.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en bois : AutresAutres"
9401.71.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en métal : RembourrésPour usages domestiques"
9401.71.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en métal : RembourrésAutres"
9401.79.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en métal : AutresPour usages domestiques"
9401.79.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.","Autres sièges, avec bâti en métal : AutresAutres"
9401.80.10,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.",Autres siègesPour usages domestiques
9401.80.90,"Sièges (à l'exclusion de ceux du no 94,02), même transformables en lits, et leurs parties.",Autres siègesAutres
9403.10.00,Autres meubles et leurs parties.,Meubles en métal des types utilisés dans les bureaux
9403.20.00,Autres meubles et leurs parties.,Autres meubles en métal
9403.30.00,Autres meubles et leurs parties.,Meubles en bois des types utilisés dans les bureaux
9403.40.00,Autres meubles et leurs parties.,Meubles en bois des types utilisés dans les cuisines
9403.50.00,Autres meubles et leurs parties.,Meubles en bois des types utilisés dans les chambres à coucher
9403.60.10,Autres meubles et leurs parties.,Autres meubles en boisPour usages domestiques
9403.60.90,Autres meubles et leurs parties.,Autres meubles en boisAutres
9403.70.10,Autres meubles et leurs parties.,Meubles en matières plastiquesPour usages domestiques
9403.70.90,Autres meubles et leurs parties.,Meubles en matières plastiquesAutres
9403.82.11,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : En bambouPour usages domestiques : Non finis et non assemblés, devant servir à la fabrication de meubles en bambou"
9403.82.19,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : En bambouPour usages domestiques : Autres"
9403.82.90,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : En bambouAutres"
9403.83.11,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : En rotinPour usages domestiques : Non finis et non assemblés, devant servir à la fabrication de meubles en rotin"
9403.83.19,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : En rotinPour usages domestiques : Autres"
9403.83.90,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : En rotinAutres"
9403.89.11,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : AutresPour usages domestiques : Non finis et non assemblés, devant servir à la fabrication de meubles en bambou ou en rotin"
9403.89.19,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : AutresPour usages domestiques : Autres"
9403.89.90,Autres meubles et leurs parties.,"Meubles en autres matières, y compris le rotin, l'osier, le bambou ou les matières similaires : AutresAutres"
9404.10.00,"Sommiers; articles de literie et articles similaires (matelas, couvre-pieds, édredons, coussins, poufs, oreillers, par exemple) comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non.",Sommiers
9404.21.00,"Sommiers; articles de literie et articles similaires (matelas, couvre-pieds, édredons, coussins, poufs, oreillers, par exemple) comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non.","Matelas : En caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non"
9404.29.00,"Sommiers; articles de literie et articles similaires (matelas, couvre-pieds, édredons, coussins, poufs, oreillers, par exemple) comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non.",Matelas : En autres matières
9404.40.00,"Sommiers; articles de literie et articles similaires (matelas, couvre-pieds, édredons, coussins, poufs, oreillers, par exemple) comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non.","Couvre-pieds, couvre-lits, édredons et couettes"
9404.90.10,"Sommiers; articles de literie et articles similaires (matelas, couvre-pieds, édredons, coussins, poufs, oreillers, par exemple) comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non.","AutresOreillers, coussins et articles similaires, en coton"
9404.90.90,"Sommiers; articles de literie et articles similaires (matelas, couvre-pieds, édredons, coussins, poufs, oreillers, par exemple) comportant des ressorts ou bien rembourrés ou garnis intérieurement de toutes matières, y compris ceux en caoutchouc alvéolaire ou en matières plastiques alvéolaires, recouverts ou non.",AutresAutres
9405.11.00,"Luminaires et appareils d'éclairage (y compris les projecteurs) et leurs parties, non dénommés ni compris ailleurs; lampes-réclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires, possédant une source d'éclairage fixée à demeure, et leurs parties non dénommées ni comprises ailleurs.","Lustres et autres luminaires électriques à suspendre ou à fixer au plafond ou au mur, à l'exclusion de ceux des types utilisés pour l'éclairage des espaces et voies publiques : Conçus pour être utilisés uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
9405.19.00,"Luminaires et appareils d'éclairage (y compris les projecteurs) et leurs parties, non dénommés ni compris ailleurs; lampes-réclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires, possédant une source d'éclairage fixée à demeure, et leurs parties non dénommées ni comprises ailleurs.","Lustres et autres luminaires électriques à suspendre ou à fixer au plafond ou au mur, à l'exclusion de ceux des types utilisés pour l'éclairage des espaces et voies publiques : Autres"
9405.21.00,"Luminaires et appareils d'éclairage (y compris les projecteurs) et leurs parties, non dénommés ni compris ailleurs; lampes-réclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires, possédant une source d'éclairage fixée à demeure, et leurs parties non dénommées ni comprises ailleurs.","Lampes de table, lampes de bureau, lampes de chevet et lampadaires d'intérieur, électriques : Conçues pour être utilisées uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)"
9405.29.00,"Luminaires et appareils d'éclairage (y compris les projecteurs) et leurs parties, non dénommés ni compris ailleurs; lampes-réclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires, possédant une source d'éclairage fixée à demeure, et leurs parties non dénommées ni comprises ailleurs.","Lampes de table, lampes de bureau, lampes de chevet et lampadaires d'intérieur, électriques : Autres"
9405.31.00,"Luminaires et appareils d'éclairage (y compris les projecteurs) et leurs parties, non dénommés ni compris ailleurs; lampes-réclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires, possédant une source d'éclairage fixée à demeure, et leurs parties non dénommées ni comprises ailleurs.",Guirlandes électriques des types utilisés pour les arbres de Noël : Conçues pour être utilisées uniquement avec des sources lumineuses à diodes émettrices de lumière (LED)
9405.39.00,"Luminaires et appareils d'éclairage (y compris les projecteurs) et leurs parties, non dénommés ni compris ailleurs; lampes-réclames, enseignes lumineuses, plaques indicatrices lumineuses et articles similaires, possédant une source d'éclairage fixée à demeure, et leurs parties non dénommées ni comprises ailleurs.",Guirlandes électriques des types utilisés pour les arbres de Noël : Autres
